passo,temp_real,setpoint,acao,recompensa
694,85.34,95.0,2,-9.659999999999997
695,85.68,95.0,2,-9.319999999999993
696,86.03,95.0,2,-8.969999999999999
697,86.39,95.0,2,-8.61
698,86.71,95.0,2,-8.290000000000006
699,87.07,95.0,2,-7.930000000000007
700,87.43,95.0,2,-7.569999999999993
701,87.78,95.0,2,-7.219999999999999
702,88.11,95.0,2,-6.890000000000001
703,88.45,95.0,2,-6.549999999999997
704,88.78,95.0,2,-6.219999999999999
705,89.11,95.0,2,-5.890000000000001
706,89.43,95.0,2,-5.569999999999993
707,89.78,95.0,2,-5.219999999999999
708,90.15,95.0,1,-4.849999999999994
709,90.49,95.0,1,-4.510000000000005
710,90.8,95.0,1,-4.200000000000003
711,91.11,95.0,1,-3.8900000000000006
712,91.43,95.0,1,-3.569999999999993
713,91.72,95.0,1,-3.280000000000001
714,91.97,95.0,1,-3.030000000000001
715,92.25,95.0,1,-2.75
716,92.46,95.0,1,-2.5400000000000063
717,92.66,95.0,1,-2.3400000000000034
718,92.86,95.0,1,-2.1400000000000006
719,92.99,95.0,1,-2.010000000000005
720,93.11,95.0,1,-1.8900000000000006
721,93.22,95.0,1,-1.7800000000000011
722,93.29,95.0,1,-1.7099999999999937
723,93.32,95.0,1,-1.6800000000000068
724,93.37,95.0,1,-1.6299999999999955
725,93.37,95.0,1,-1.6299999999999955
726,93.37,95.0,1,-1.6299999999999955
727,93.34,95.0,1,-1.6599999999999966
728,93.3,95.0,1,-1.7000000000000028
729,93.24,95.0,1,-1.7600000000000051
730,93.18,95.0,1,-1.8199999999999932
731,93.09,95.0,1,-1.9099999999999966
732,93.01,95.0,1,-1.9899999999999949
733,92.86,95.0,1,-2.1400000000000006
734,92.76,95.0,1,-2.239999999999995
735,92.62,95.0,1,-2.3799999999999955
736,92.45,95.0,1,-2.549999999999997
737,92.29,95.0,1,-2.7099999999999937
738,92.12,95.0,1,-2.8799999999999955
739,91.95,95.0,1,-3.049999999999997
740,91.81,95.0,1,-3.1899999999999977
741,91.6,95.0,1,-3.4000000000000057
742,91.41,95.0,1,-3.5900000000000034
743,91.21,95.0,1,-3.7900000000000063
744,91.0,95.0,1,-4.0
745,90.79,95.0,1,-4.209999999999994
746,90.59,95.0,1,-4.409999999999997
747,90.34,95.0,1,-4.659999999999997
748,90.12,95.0,1,-4.8799999999999955
749,89.9,95.0,1,-5.099999999999994
750,89.65,95.0,1,-5.349999999999994
751,89.4,55.0,1,-34.400000000000006
752,89.15,55.0,0,-34.150000000000006
753,88.93,55.0,0,-33.93000000000001
754,88.65,55.0,0,-33.650000000000006
755,88.44,55.0,0,-33.44
756,88.18,55.0,0,-33.18000000000001
757,87.9,55.0,0,-32.900000000000006
758,87.65,55.0,0,-32.650000000000006
759,87.36,55.0,0,-32.36
760,87.07,55.0,0,-32.06999999999999
761,86.76,55.0,0,-31.760000000000005
762,86.45,55.0,0,-31.450000000000003
763,86.14,55.0,0,-31.14
764,85.82,55.0,0,-30.819999999999993
765,85.51,55.0,0,-30.510000000000005
766,85.18,55.0,0,-30.180000000000007
767,84.85,55.0,0,-29.849999999999994
768,84.51,55.0,0,-29.510000000000005
769,84.16,55.0,0,-29.159999999999997
770,83.8,55.0,0,-28.799999999999997
771,83.47,55.0,0,-28.47
772,83.1,55.0,0,-28.099999999999994
773,82.75,55.0,0,-27.75
774,82.39,55.0,0,-27.39
775,82.04,55.0,0,-27.040000000000006
776,81.68,55.0,0,-26.680000000000007
777,81.35,55.0,0,-26.349999999999994
778,80.97,55.0,0,-25.97
779,80.61,55.0,0,-25.61
780,80.29,55.0,0,-25.290000000000006
781,79.91,55.0,0,-24.909999999999997
782,79.54,55.0,0,-24.540000000000006
783,79.18,55.0,0,-24.180000000000007
784,78.85,55.0,0,-23.849999999999994
785,78.47,55.0,0,-23.47
786,78.1,55.0,0,-23.099999999999994
787,77.76,55.0,0,-22.760000000000005
788,77.41,55.0,0,-22.409999999999997
789,77.05,55.0,0,-22.049999999999997
790,76.72,55.0,0,-21.72
791,76.35,55.0,0,-21.349999999999994
792,76.0,55.0,0,-21.0
793,75.64,55.0,0,-20.64
794,75.3,55.0,0,-20.299999999999997
795,74.97,55.0,0,-19.97
796,74.6,55.0,0,-19.599999999999994
797,74.26,55.0,0,-19.260000000000005
798,73.94,55.0,0,-18.939999999999998
799,73.57,55.0,0,-18.569999999999993
800,73.26,55.0,0,-18.260000000000005
801,72.93,55.0,0,-17.930000000000007
802,72.6,55.0,0,-17.599999999999994
803,72.24,55.0,0,-17.239999999999995
804,71.93,55.0,0,-16.930000000000007
805,71.6,55.0,0,-16.599999999999994
806,71.26,55.0,0,-16.260000000000005
807,70.93,55.0,0,-15.930000000000007
808,70.6,55.0,0,-15.599999999999994
809,70.26,55.0,0,-15.260000000000005
810,69.96,55.0,0,-14.959999999999994
811,69.66,55.0,1,-14.659999999999997
812,69.32,55.0,1,-14.319999999999993
813,69.01,55.0,1,-14.010000000000005
814,68.7,55.0,1,-13.700000000000003
815,68.4,55.0,1,-13.400000000000006
816,68.11,55.0,1,-13.11
817,67.82,55.0,1,-12.819999999999993
818,67.53,55.0,1,-12.530000000000001
819,67.26,55.0,1,-12.260000000000005
820,66.99,55.0,1,-11.989999999999995
821,66.72,55.0,1,-11.719999999999999
822,66.53,55.0,1,-11.530000000000001
823,66.28,55.0,1,-11.280000000000001
824,66.06,55.0,1,-11.060000000000002
825,65.84,55.0,1,-10.840000000000003
826,65.62,55.0,1,-10.620000000000005
827,65.44,55.0,1,-10.439999999999998
828,65.22,55.0,1,-10.219999999999999
829,65.04,55.0,1,-10.040000000000006
830,64.87,55.0,1,-9.870000000000005
831,64.65,55.0,1,-9.650000000000006
832,64.45,55.0,1,-9.450000000000003
833,64.29,55.0,1,-9.290000000000006
834,64.12,55.0,1,-9.120000000000005
835,63.95,55.0,1,-8.950000000000003
836,63.79,55.0,1,-8.79
837,63.64,55.0,1,-8.64
838,63.47,55.0,1,-8.469999999999999
839,63.33,55.0,1,-8.329999999999998
840,63.16,55.0,1,-8.159999999999997
841,63.01,72.0,1,-8.990000000000002
842,62.88,72.0,2,-9.119999999999997
843,62.7,72.0,2,-9.299999999999997
844,62.55,72.0,2,-9.450000000000003
845,62.45,72.0,2,-9.549999999999997
846,62.33,72.0,2,-9.670000000000002
847,62.2,72.0,2,-9.799999999999997
848,62.09,72.0,2,-9.909999999999997
849,62.05,72.0,2,-9.950000000000003
850,61.96,72.0,2,-10.04
851,61.97,72.0,2,-10.030000000000001
852,62.0,72.0,2,-10.0
853,62.04,72.0,2,-9.96
854,62.11,72.0,2,-9.89
855,62.24,72.0,2,-9.759999999999998
856,62.36,72.0,2,-9.64
857,62.5,72.0,2,-9.5
858,62.67,72.0,2,-9.329999999999998
859,62.85,72.0,2,-9.149999999999999
860,63.09,72.0,2,-8.909999999999997
861,63.29,72.0,2,-8.71
862,63.54,72.0,2,-8.46
863,63.79,72.0,2,-8.21
864,64.07,72.0,2,-7.930000000000007
865,64.35,72.0,2,-7.650000000000006
866,64.64,72.0,2,-7.359999999999999
867,64.95,72.0,2,-7.049999999999997
868,65.26,72.0,2,-6.739999999999995
869,65.59,72.0,2,-6.409999999999997
870,65.95,72.0,2,-6.049999999999997
871,66.28,72.0,2,-5.719999999999999
872,66.64,72.0,2,-5.359999999999999
873,66.96,72.0,2,-5.040000000000006
874,67.34,72.0,2,-4.659999999999997
875,67.71,72.0,2,-4.290000000000006
876,68.09,72.0,2,-3.9099999999999966
877,68.49,72.0,2,-3.510000000000005
878,68.84,72.0,2,-3.1599999999999966
879,69.24,72.0,2,-2.760000000000005
880,69.62,72.0,2,-2.3799999999999955
881,70.03,72.0,1,-1.9699999999999989
882,70.4,72.0,1,-1.5999999999999943
883,70.81,72.0,1,-1.1899999999999977
884,71.21,72.0,1,-0.7900000000000063
885,71.59,72.0,1,-0.4099999999999966
886,71.96,72.0,1,-0.04000000000000625
887,72.34,72.0,1,-0.3400000000000034
888,72.68,72.0,1,-0.6800000000000068
889,72.99,72.0,1,-0.9899999999999949
890,73.29,72.0,1,-1.2900000000000063
891,73.54,72.0,1,-1.5400000000000063
892,73.75,72.0,1,-1.75
893,73.97,72.0,1,-1.9699999999999989
894,74.2,72.0,1,-2.200000000000003
895,74.34,72.0,1,-2.3400000000000034
896,74.5,72.0,1,-2.5
897,74.66,72.0,1,-2.6599999999999966
898,74.74,72.0,1,-2.739999999999995
899,74.85,72.0,1,-2.8499999999999943
900,74.91,72.0,1,-2.9099999999999966
901,74.97,72.0,1,-2.969999999999999
902,75.04,72.0,1,-3.0400000000000063
903,75.06,72.0,1,-3.0600000000000023
904,75.09,72.0,1,-3.0900000000000034
905,75.06,72.0,1,-3.0600000000000023
906,75.06,72.0,1,-3.0600000000000023
